question_id,texto_contexto,link_fonte,linha_na_fonte
42,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48).",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
42,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
43,A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,L185
43,"Para que esses depósitos sejam representados, são construídos modelos geocelulares faciológicos e petrofísicos, que posteriormente são empregados na simulação de fluxo de fluidos e avaliação volumétrica.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L28
44,"Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L28
44,"Tem como foco principal os estudos relacionados à evolução das bacias sedimentares, cuja compreensão requer estudos multidisciplinares de sedimentologia, estratigrafia, paleontologia, geofísica, geologia estrutural e geocronologia.",https://www.sgb.gov.br/geologia,L227
45,"Formada há mais de 130 milhões de anos, após o início da separação de América do Sul e África, a Bacia de Santos é uma típica bacia sedimentar de margem atlântica, apresentando, porém, uma evolução geológica diferente das bacias de Campos e Pelotas, localizadas respectivamente a norte e sul.",https://comunicabaciadesantos.petrobras.com.br/quem-somos,L41
45,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48).",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
46,O Campo de Mero é uma importante área petrolífera na porção setentrional da Bacia de Santos.,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L27
46,"À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L28
46,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48).",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
47,"Uma armadilha estrutural consiste de configurações geométricas de estruturas de rochas que acumulam o petróleo, não permitindo sua fuga.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L146
47,"No entanto, o segundo poço perfurado, o W735, localiza- do em seu compartimento central, identificou fluido e regime de pressão diferentes daqueles observados nos poços 2-ANP-2A-RJS e W731, configurando uma compartimentação importante na área e direcionando o Plano de Avaliação para a porção NW do bloco.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L31
48,"A existência de uma rocha reservatório (tipicamente, arenitos e calcários fraturados) é determinada através de uma combinação de estudos regionais (i.e. análises de outros poços na área), estratigrafia e sedimentologia (para quantificar o padrão e a extensão da sedimentação) e interpretação sísmica.",https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,L210
48,"Dentre estes o arcabouço estrutural complexo, a ocorrência de rochas ígneas intercaladas aos reservatórios carbonáticos e a presença de hidrocarboneto com alto de teor de CO2.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L32
49,"Mais pra frente, essas conchas 'ganharam a companhia' de depósitos de estromatólitos, que nada mais são do que tipos de algas que formam rochas calcárias.",https://petrobras.com.br/pre-sal,L399
49,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
50,"Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L29
50,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
51,"O primeiro poço perfurado na área, após a assinatura do contrato, foi o W731, que confirmou a continuidade dos reservatórios identificados no poço 2-ANP-2A-RJS, na porção Noroeste (NW) da estrutura de Libra.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L30
51,"No entanto, o segundo poço perfurado, o W735, localiza- do em seu compartimento central, identificou fluido e regime de pressão diferentes daqueles observados nos poços 2-ANP-2A-RJS e W731, configurando uma compartimentação importante na área e direcionando o Plano de Avaliação para a porção NW do bloco.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L31
51,"Para que esses depósitos sejam representados, são construídos modelos geocelulares faciológicos e petrofísicos, que posteriormente são empregados na simulação de fluxo de fluidos e avaliação volumétrica.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L28
52,"A Bacia de Santos é a maior bacia sedimentar marítima brasileira, com uma área total de mais de 350 mil quilômetros quadrados e que se estende de Cabo Frio (RJ) a Florianópolis (SC).",https://comunicabaciadesantos.petrobras.com.br/quem-somos,L35
52,O Campo de Mero é uma importante área petrolífera na porção setentrional da Bacia de Santos.,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L27
52,"À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L28
53,A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,L185
53,"Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L28
54,Campos gigantes e supergigantes de alta produtividade na seção Pré-sal da Bacia de Santos são constituídos predominantemente por fácies carbonáticas lacustres e selados por espessa camada de evaporitos.,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L28
54,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48).",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
55,O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos.,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,L185
55,"À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L28
56,O Campo de Mero é uma importante área petrolífera na porção setentrional da Bacia de Santos.,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L27
56,"Dentre estes o arcabouço estrutural complexo, a ocorrência de rochas ígneas intercaladas aos reservatórios carbonáticos e a presença de hidrocarboneto com alto de teor de CO2.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L32
57,A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,L185
57,"Para que esses depósitos sejam representados, são construídos modelos geocelulares faciológicos e petrofísicos, que posteriormente são empregados na simulação de fluxo de fluidos e avaliação volumétrica.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L28
58,"À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L28
58,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48).",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
59,"Finalmente, estudos de migração revelam informação sobre como hidrocarbonetos movem-se da fonte ao reservatório e ajudam a quantificar a fonte (ou ""a cozinha"") dos hidrocarbonetos em uma área em particular.",https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,L191
59,"O primeiro poço perfurado na área, após a assinatura do contrato, foi o W731, que confirmou a continuidade dos reservatórios identificados no poço 2-ANP-2A-RJS, na porção Noroeste (NW) da estrutura de Libra.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L30
59,"No entanto, o segundo poço perfurado, o W735, localiza- do em seu compartimento central, identificou fluido e regime de pressão diferentes daqueles observados nos poços 2-ANP-2A-RJS e W731, configurando uma compartimentação importante na área e direcionando o Plano de Avaliação para a porção NW do bloco.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L31
60,"Formada há mais de 130 milhões de anos, após o início da separação de América do Sul e África, a Bacia de Santos é uma típica bacia sedimentar de margem atlântica, apresentando, porém, uma evolução geológica diferente das bacias de Campos e Pelotas, localizadas respectivamente a norte e sul.",https://comunicabaciadesantos.petrobras.com.br/quem-somos,L41
60,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48).",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
61,"A existência de uma rocha reservatório (tipicamente, arenitos e calcários fraturados) é determinada através de uma combinação de estudos regionais (i.e. análises de outros poços na área), estratigrafia e sedimentologia (para quantificar o padrão e a extensão da sedimentação) e interpretação sísmica.",https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,L210
61,"Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L28
61,"Para que esses depósitos sejam representados, são construídos modelos geocelulares faciológicos e petrofísicos, que posteriormente são empregados na simulação de fluxo de fluidos e avaliação volumétrica.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L28
62,"Dentre estes o arcabouço estrutural complexo, a ocorrência de rochas ígneas intercaladas aos reservatórios carbonáticos e a presença de hidrocarboneto com alto de teor de CO2.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L32
62,"De um modo geral e amplo, as rochas sedimentares mais comuns podem ser divididas em arenosas (detríticas), argilosas (detríticas) e carbonatadas (não detríticas), estas últimas subdivididas em calcários e dolomitos.",https://www.sgb.gov.br/rochas,L229
63,"As rochas carbonáticas do Aptiano, andar local Alagoas, são depósitos autóctones bioquímicos representados por laminitos e arbustos fasciculares (estromatolitos) que se depositaram em condições alcalinas, sobre altos herdados do embasamento e em contexto de subsidência térmica flexural com menor influência de falhas.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L30
63,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
64,"Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L29
64,"Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L27
65,"O primeiro poço perfurado na área, após a assinatura do contrato, foi o W731, que confirmou a continuidade dos reservatórios identificados no poço 2-ANP-2A-RJS, na porção Noroeste (NW) da estrutura de Libra.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L30
65,"No entanto, o segundo poço perfurado, o W735, localiza- do em seu compartimento central, identificou fluido e regime de pressão diferentes daqueles observados nos poços 2-ANP-2A-RJS e W731, configurando uma compartimentação importante na área e direcionando o Plano de Avaliação para a porção NW do bloco.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22,L31
65,"Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23,L28
66,As rochas geradoras de hidrocarbonetos da Bacia de Campos correspondem a folhelhos orgânicos.,https://pt.wikipedia.org/wiki/Bacia_de_Campos,C2750
66,A rocha onde o petróleo se forma é chamada de rocha geradora.,https://www.sgb.gov.br/petroleo,L200
66,As rochas geradoras mais comuns são folhelhos negros.,https://www.sgb.gov.br/petroleo,L200
67,"As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano.",https://pt.wikipedia.org/wiki/Bacia_de_Campos,C2844
67,As sequências turbidíticas são muito procuradas pelos geólogos de petróleo por constituírem bons reservatórios para hidrocarbonetos.,https://pt.wikipedia.org/wiki/Turbidito,L143
68,Turbiditos Formação Carapebus K. e Terciano,https://pt.wikipedia.org/wiki/Bacia_de_Campos,C3528
68,"Turbiditos são depósitos sedimentares originados por correntes de turbidez submarinas, sobretudo em bacias de antepaís (foreland), em ambiente tectônico de margem convergente (ativa).",https://pt.wikipedia.org/wiki/Turbidito,L136
68,As sequências turbidíticas são muito procuradas pelos geólogos de petróleo por constituírem bons reservatórios para hidrocarbonetos.,https://pt.wikipedia.org/wiki/Turbidito,L143
69,Carbonatos Formação de Macaé Albiano,https://pt.wikipedia.org/wiki/Bacia_de_Campos,C3572
69,"De um modo geral e amplo, as rochas sedimentares mais comuns podem ser divididas em arenosas (detríticas), argilosas (detríticas) e carbonatadas (não detríticas), estas últimas subdivididas em calcários e dolomitos.",https://www.sgb.gov.br/rochas,L229
70,Arenitos Arenito Namorado da Formação de Macaé Turoniano,https://pt.wikipedia.org/wiki/Bacia_de_Campos,C3609
70,"Esse material vai sendo empilhado e, naturalmente, quanto mais embaixo ele estiver na pilha mais antigo ele é.",https://www.sgb.gov.br/como-sabemos-a-idade-das-rochas,L189
71,Coquinas Formação Lagoa Feia Barremiano,https://pt.wikipedia.org/wiki/Bacia_de_Campos,C3666
71,"Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L29
72,"Formada há mais de 130 milhões de anos, após o início da separação de América do Sul e África, a Bacia de Santos é uma típica bacia sedimentar de margem atlântica, apresentando, porém, uma evolução geológica diferente das bacias de Campos e Pelotas, localizadas respectivamente a norte e sul.",https://comunicabaciadesantos.petrobras.com.br/quem-somos,L41
72,"A Bacia de Campos é uma bacia sedimentar brasileira situada na costa norte do estado do Rio de Janeiro, estendendo-se até o sul do estado do Espírito Santo, entre os paralelos 21 e 23 sul.",https://pt.wikipedia.org/wiki/Bacia_de_Campos,L146
72,"Seu limite, ao sul, com a Bacia de Santos ocorre no Alto de Cabo Frio; ao norte, com a Bacia do Espírito Santo, ocorre no Alto de Vitória.",https://pt.wikipedia.org/wiki/Bacia_de_Campos,L146
73,"O pré-sal é uma formação rochosa localizada no subsolo da costa brasileira, que se estende entre os estados de Santa Catarina e Espírito Santo, atingindo uma área de cerca de 800 quilômetros de extensão por 200 quilômetros de largura.",https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos,L32
73,"Seu limite, ao sul, com a Bacia de Santos ocorre no Alto de Cabo Frio; ao norte, com a Bacia do Espírito Santo, ocorre no Alto de Vitória.",https://pt.wikipedia.org/wiki/Bacia_de_Campos,L146
74,"Reconhece-se quatro estágios geológicos evolutivos na bacia de Campos, que são pré-rifte (continental), rifte (continental), proto-oceânico (transicional evaporítico) e drift (marinho).",https://pt.wikipedia.org/wiki/Bacia_de_Campos,C2492
74,O mais extenso e mais duradouro dos ambientes de deposição é o marinho.,https://www.sgb.gov.br/rochas,L231
75,"Reconhece-se quatro estágios geológicos evolutivos na bacia de Campos, que são pré-rifte (continental), rifte (continental), proto-oceânico (transicional evaporítico) e drift (marinho).",https://pt.wikipedia.org/wiki/Bacia_de_Campos,C2492
75,"Na visão tradicional, evaporito ou depósito salino é uma rocha sedimentar formada pela cristalização e precipitação química dos sais dissolvidos em um meio aquoso, devido a um processo de evaporação.",https://pt.wikipedia.org/wiki/Evaporito,L156
75,Seu ambiente de formação são bacias fechadas sujeitas a evaporação intensa.,https://pt.wikipedia.org/wiki/Evaporito,L156
76,O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos.,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,L185
76,"Turbiditos são depósitos sedimentares originados por correntes de turbidez submarinas, sobretudo em bacias de antepaís (foreland), em ambiente tectônico de margem convergente (ativa).",https://pt.wikipedia.org/wiki/Turbidito,L136
76,"Os depósitos se formam por fluxos hiperpicnais concentrados, constituindo sucessões de estratos sedimentares arenosos e pelágicos bastante espessos, num curto período de tempo geológico.",https://pt.wikipedia.org/wiki/Turbidito,L137
76,As sequências turbidíticas são muito procuradas pelos geólogos de petróleo por constituírem bons reservatórios para hidrocarbonetos.,https://pt.wikipedia.org/wiki/Turbidito,L143
77,"A condição para o armazenamento do petróleo nas rochas reservatório é a porosidade de tais rochas, que variam de 5% a 35%, tendo em média de 15% a 30%.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L151
77,"Geralmente são compostas por granulometria de areia a seixo como arenitos, calcarenitos ou conglomerados.",https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,L151
77,"Para a maioria dos geólogos, um turbidito é uma camada com gradação grano-classificada consistindo num conjunto de estratos arenito/pelito que foram depositados por corrente de turbidez e é comumente coberta por pelitos hemipelágicos contendo assembléia de fósseis de águas profundas.",https://pt.wikipedia.org/wiki/Turbidito,L136
77,"Os depósitos se formam por fluxos hiperpicnais concentrados, constituindo sucessões de estratos sedimentares arenosos e pelágicos bastante espessos, num curto período de tempo geológico.",https://pt.wikipedia.org/wiki/Turbidito,L137
78,Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal.,https://petrobras.com.br/pre-sal,L399
78,"As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano.",https://pt.wikipedia.org/wiki/Bacia_de_Campos,C2844
78,Tanto as coquinas quanto os calcáreos microbiais são informalmente denominados como Camada pré-sal.,https://pt.wikipedia.org/wiki/Bacia_de_Campos,C3256
79,"As principais rochas reservatório da bacia são arenitos turbidíticos, depositados desde o andar geológico Albiano até o Mioceno, seguidos de calcarenitos, depositados durante o andar Albiano, calcáreos de origem microbial, principalmente cianobactérias, depositadas durante o andar Aptiano e de coquinas, rochas formadas por restos de carapaças de crustáceos, e que foram depositadas durante o andar Barremiano.",https://pt.wikipedia.org/wiki/Bacia_de_Campos,C2844
79,"As rochas carbonáticas do Aptiano, andar local Alagoas, são depósitos autóctones bioquímicos representados por laminitos e arbustos fasciculares (estromatolitos) que se depositaram em condições alcalinas, sobre altos herdados do embasamento e em contexto de subsidência térmica flexural com menor influência de falhas.",https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,L30
80,"A constatação de reservatórios turbidíticos de idade Albiana portador de petróleo é inédita na Bacia Potiguar e foi realizada através de perfis elétricos e amostras de óleo, que serão posteriormente caracterizados por meio de análises de laboratório.",https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,L96
80,"Turbiditos são depósitos sedimentares originados por correntes de turbidez submarinas, sobretudo em bacias de antepaís (foreland), em ambiente tectônico de margem convergente (ativa).",https://pt.wikipedia.org/wiki/Turbidito,L136
80,"Para a maioria dos geólogos, um turbidito é uma camada com gradação grano-classificada consistindo num conjunto de estratos arenito/pelito que foram depositados por corrente de turbidez e é comumente coberta por pelitos hemipelágicos contendo assembléia de fósseis de águas profundas.",https://pt.wikipedia.org/wiki/Turbidito,L136
81,"A Petrobras descobriu uma acumulação de petróleo em águas ultraprofundas da Bacia Potiguar, no poço exploratório Anhangá, da Concessão POT-M-762_R15.",https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,L85
81,"A constatação de reservatórios turbidíticos de idade Albiana portador de petróleo é inédita na Bacia Potiguar e foi realizada através de perfis elétricos e amostras de óleo, que serão posteriormente caracterizados por meio de análises de laboratório.",https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,L96
81,"Turbiditos são depósitos sedimentares originados por correntes de turbidez submarinas, sobretudo em bacias de antepaís (foreland), em ambiente tectônico de margem convergente (ativa).",https://pt.wikipedia.org/wiki/Turbidito,L136
82,"A Petrobras descobriu uma acumulação de petróleo em águas ultraprofundas da Bacia Potiguar, no poço exploratório Anhangá, da Concessão POT-M-762_R15.",https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,L85
82,"Esta é a segunda descoberta na Bacia Potiguar em 2024 e foi precedida pela comprovação da presença de hidrocarboneto no Poço Pitu Oeste, localizado na Concessão BM-POT-17, a cerca de 24 km de Anhangá.",https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,L86
83,"A Petrobras descobriu uma acumulação de petróleo em águas ultraprofundas da Bacia Potiguar, no poço exploratório Anhangá, da Concessão POT-M-762_R15.",https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,L85
83,"O poço 1-BRSA-1390-RNS (Anhangá) está situado próximo à fronteira entre os estados do Ceará e do Rio Grande do Norte, a cerca de 190 km de Fortaleza e 250 km de Natal, em profundidade d’água de 2.196 metros, na Margem Equatorial brasileira.",https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,L85
83,"A Petrobras dará continuidade às atividades exploratórias na Concessão POT-M-762_R15, visando avaliar a qualidade dos reservatórios, as características do óleo e a viabilidade técnico-comercial da acumulação.",https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,L96
84,"A constatação de reservatórios turbidíticos de idade Albiana portador de petróleo é inédita na Bacia Potiguar e foi realizada através de perfis elétricos e amostras de óleo, que serão posteriormente caracterizados por meio de análises de laboratório.",https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,L96
84,"A Petrobras dará continuidade às atividades exploratórias na Concessão POT-M-762_R15, visando avaliar a qualidade dos reservatórios, as características do óleo e a viabilidade técnico-comercial da acumulação.",https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,L96
84,A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,L185
85,"O poço 1-BRSA-1390-RNS (Anhangá) está situado próximo à fronteira entre os estados do Ceará e do Rio Grande do Norte, a cerca de 190 km de Fortaleza e 250 km de Natal, em profundidade d’água de 2.196 metros, na Margem Equatorial brasileira.",https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,L85
85,A maior parte da margem continental brasileira é uma clássica margem divergente formada pela ruptura do supercontinente Gondwana e o distanciamento das placas Sul-Americana e Africana.,https://pt.wikipedia.org/wiki/Plataforma_continental_do_Brasil,L141
86,"A Petrobras descobriu uma acumulação de petróleo em águas ultraprofundas da Bacia Potiguar, no poço exploratório Anhangá, da Concessão POT-M-762_R15.",https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,L85
86,"O poço 1-BRSA-1390-RNS (Anhangá) está situado próximo à fronteira entre os estados do Ceará e do Rio Grande do Norte, a cerca de 190 km de Fortaleza e 250 km de Natal, em profundidade d’água de 2.196 metros, na Margem Equatorial brasileira.",https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,L85
86,"Em uma região de águas ultraprofundas, ocorre o desenvolvimento de reservatórios carbonáticos abaixo de uma camada de sal com até dois quilômetros de espessura, conhecida como pré-sal, caracterizando uma das maiores províncias de petróleo do mundo, apresentando acumulações de óleo pesado, óleo leve e gás não associado.",https://comunicabaciadesantos.petrobras.com.br/quem-somos,L42
87,"A constatação de reservatórios turbidíticos de idade Albiana portador de petróleo é inédita na Bacia Potiguar e foi realizada através de perfis elétricos e amostras de óleo, que serão posteriormente caracterizados por meio de análises de laboratório.",https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,L96
87,"A Petrobras dará continuidade às atividades exploratórias na Concessão POT-M-762_R15, visando avaliar a qualidade dos reservatórios, as características do óleo e a viabilidade técnico-comercial da acumulação.",https://agencia.petrobras.com.br/w/negocio/petrobras-descobre-petroleo-em-aguas-ultra-profundas-da-bacia-potiguar,L96
